IMF,Mean Frequency (Hz),Frequency Std,Skewness Frequency,Kurtosis Frequency,IMF Energy
IMF1,2.4601108014373856,1.5658825627023423,-0.2752032055180092,-0.5341311748581683,6.760497523499015e-10
IMF2,0.19409784037721547,0.6491755584851081,0.38669675234347184,-0.5608417531537393,9.230490086737171e-09
